Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Bookmark shape (product.metafields.shopify.bookmark-shape),Calendar format (product.metafields.shopify.calendar-format),Celebration type (product.metafields.shopify.celebration-type),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Item style (product.metafields.shopify.item-style),Material (product.metafields.shopify.material),Paper type (product.metafields.shopify.paper-type),Personalization design (product.metafields.shopify.personalization-design),Shape (product.metafields.shopify.shape),Theme (product.metafields.shopify.theme),EasifyBoxBuilderUrl (product.metafields._easifyboxbuilder.url),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pun-love-cards-gift-box-24-cute-funny-cards-for-couples,Pun Love Cards Gift Box – 24 Cute & Funny Cards for Couples,"<p data-start=""263"" data-end=""553"">Say it differently this year with our <strong data-start=""301"" data-end=""328"">Pun Love Cards Gift Box</strong>, featuring <strong data-start=""340"" data-end=""376"">24 unique, pun-filled love cards</strong> designed to make your partner smile every single time. Each card comes with a cute illustration and a playful message that turns everyday love into something fun and memorable.</p>
<p data-start=""555"" data-end=""779"">Neatly packed in a charming box, this set is perfect for couples who enjoy humor, sweetness, and thoughtful surprises. Use them all at once or share them one card at a time — because love deserves to be celebrated every day.</p>
<h3 data-start=""781"" data-end=""807""><strong data-start=""785"" data-end=""807"">Why You’ll Love It</strong></h3>
<ul data-start=""808"" data-end=""1009"">
<li data-start=""808"" data-end=""852"">
<p data-start=""810"" data-end=""852"">💌 <strong data-start=""813"" data-end=""850"">24 different pun-based love cards</strong></p>
</li>
<li data-start=""853"" data-end=""892"">
<p data-start=""855"" data-end=""892"">Cute, funny &amp; heartwarming messages</p>
</li>
<li data-start=""893"" data-end=""931"">
<p data-start=""895"" data-end=""931"">Unique illustrations on every card</p>
</li>
<li data-start=""932"" data-end=""967"">
<p data-start=""934"" data-end=""967"">Beautifully packed &amp; gift-ready</p>
</li>
<li data-start=""968"" data-end=""1009"">
<p data-start=""970"" data-end=""1009"">Lightweight, simple &amp; keepsake-worthy</p>
</li>
</ul>
<p data-start=""1011"" data-end=""1106"">🎁 <strong data-start=""1014"" data-end=""1030"">Perfect for:</strong> Valentine’s Day, anniversaries, couple gifts, daily love notes &amp; surprises.</p>
<p data-start=""1108"" data-end=""1154""><strong data-start=""1108"" data-end=""1149"">Because love is hard — puns are easy.</strong> ❤️</p>",Pandaholic DIY,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards > Greeting Cards,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,999,deny,manual,129.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Gemini_Generated_Image_smxa0esmxa0esmxa.png?v=1769418022,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
pun-love-cards-gift-box-24-cute-funny-cards-for-couples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4268_JPG.jpg?v=1769418022,2,"",,,,,,,,,,,,,,,,,,,,,
king-queen-of-my-heart-couple-love-cards-set-of-2,King & Queen of My Heart – Couple Love Cards (Set of 2),"<p data-start=""264"" data-end=""493"">Express your love in a simple yet meaningful way with this <strong data-start=""323"" data-end=""360"">King &amp; Queen of My Heart card set</strong>. Designed like classic playing cards, these elegant cards are perfect for couples who love thoughtful details and romantic gestures.</p>
<p data-start=""495"" data-end=""667"">Whether you gift them to your partner or keep them as a sweet reminder of your bond, these cards symbolize love, partnership, and being each other’s forever King and Queen.</p>
<h3 data-start=""669"" data-end=""695""><strong data-start=""673"" data-end=""695"">Why You’ll Love It</strong></h3>
<ul data-start=""696"" data-end=""921"">
<li data-start=""696"" data-end=""756"">
<p data-start=""698"" data-end=""756"">Set of 2 cards: <strong data-start=""714"" data-end=""754"">King of My Heart &amp; Queen of My Heart</strong></p>
</li>
<li data-start=""757"" data-end=""797"">
<p data-start=""759"" data-end=""797"">Elegant playing-card inspired design</p>
</li>
<li data-start=""798"" data-end=""836"">
<p data-start=""800"" data-end=""836"">Lightweight, simple &amp; easy to gift</p>
</li>
<li data-start=""837"" data-end=""882"">
<p data-start=""839"" data-end=""882"">Perfect for romantic gestures &amp; keepsakes</p>
</li>
<li data-start=""883"" data-end=""921"">
<p data-start=""885"" data-end=""921"">Minimal yet meaningful couple gift</p>
</li>
</ul>
<p data-start=""923"" data-end=""1012"">🎁 <strong data-start=""926"" data-end=""942"">Perfect for:</strong> Anniversaries, Valentine’s Day, couple gifts, surprises &amp; love notes.</p>
<p data-start=""1014"" data-end=""1063""><strong data-start=""1014"" data-end=""1058"">A small card with a big message of love.</strong> ❤️</p>",Pandaholic DIY,Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards > Greeting Cards,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,999,deny,manual,49.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4275_JPG.jpg?v=1769417789,1,"",false,,,,,,valentines-day,,,elegant; minimalist,,,printed,,,,,kg,,,active
king-queen-of-my-heart-couple-love-cards-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4279_JPG.jpg?v=1769417901,2,"",,,,,,,,,,,,,,,,,,,,,
king-queen-of-my-heart-couple-love-cards-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4280_JPG.jpg?v=1769417900,3,"",,,,,,,,,,,,,,,,,,,,,
love-vouchers-gift-set-romantic-personalized-coupon-cards,Love Vouchers Gift Set – Romantic Personalized Coupon Cards,"<p data-start=""233"" data-end=""498"">Say <em data-start=""237"" data-end=""249"">I choose you</em> in the most thoughtful way with our <strong data-start=""286"" data-end=""312"">Love Vouchers Gift Set</strong> of 5 — a charming collection of romantic coupons designed to create meaningful moments together. From coffee dates to heartfelt notes, each voucher is a promise of time, love, and attention.</p>
<p data-start=""500"" data-end=""709"">Beautifully designed and presented, these love vouchers make a unique and memorable gift for your partner. Perfect for anniversaries, Valentine’s Day, birthdays, or just because love deserves to be celebrated.</p>
<h3 data-start=""711"" data-end=""737""><strong data-start=""715"" data-end=""737"">Why You’ll Love It</strong></h3>
<ul data-start=""738"" data-end=""972"">
<li data-start=""738"" data-end=""813"">
<p data-start=""740"" data-end=""813"">A set of romantic love vouchers (coffee date, date night, notes &amp; more)</p>
</li>
<li data-start=""814"" data-end=""844"">
<p data-start=""816"" data-end=""844"">No expiry — redeem anytime</p>
</li>
<li data-start=""845"" data-end=""889"">
<p data-start=""847"" data-end=""889"">Thoughtful, emotional &amp; fun gifting idea</p>
</li>
<li data-start=""890"" data-end=""929"">
<p data-start=""892"" data-end=""929"">Elegant design, perfect for couples</p>
</li>
<li data-start=""930"" data-end=""972"">
<p data-start=""932"" data-end=""972"">Ideal alternative to traditional gifts</p>
</li>
</ul>
<p data-start=""974"" data-end=""1063"">🎁 <strong data-start=""977"" data-end=""993"">Perfect for:</strong> Couples, anniversaries, Valentine’s Day, surprises &amp; special moments.</p>
<p data-start=""1065"" data-end=""1139""><strong data-start=""1065"" data-end=""1134"">Give experiences, not things — create memories that last forever.</strong> ❤️</p>",Pandaholic DIY,Arts & Entertainment > Party & Celebration > Gift Giving,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,999,deny,manual,69.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Gemini_Generated_Image_13nma713nma713nm.png?v=1769417382,1,"",false,,,,,,,,,,,,,,,,,kg,,,active
love-vouchers-gift-set-romantic-personalized-coupon-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Gemini_Generated_Image_mi39cmmi39cmmi39.png?v=1769417382,2,"",,,,,,,,,,,,,,,,,,,,,
love-vouchers-gift-set-romantic-personalized-coupon-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/ChatGPTImageJan23_2026_01_23_31AM.png?v=1769417383,3,"",,,,,,,,,,,,,,,,,,,,,
personalized-love-photo-frame-for-couples-gifting,Personalized LOVE Photo Frame for Couples & Gifting,"<p data-start=""155"" data-end=""418""><strong data-start=""155"" data-end=""210"">Frame your favorite memories with a personal touch.</strong><br data-start=""210"" data-end=""213"">Our customized LOVE photo frame is a beautiful way to showcase your special moments and turn them into lasting keepsakes. Perfect for gifting or home décor, this frame adds warmth and meaning to any space.</p>
<h3 data-start=""420"" data-end=""446""><strong data-start=""424"" data-end=""446"">Why you’ll love it</strong></h3>
<ul data-start=""447"" data-end=""596"">
<li data-start=""447"" data-end=""486"">
<p data-start=""449"" data-end=""486"">Personalized with your chosen photo</p>
</li>
<li data-start=""487"" data-end=""531"">
<p data-start=""489"" data-end=""531"">Elegant LOVE design with a modern finish</p>
</li>
<li data-start=""532"" data-end=""563"">
<p data-start=""534"" data-end=""563"">High-quality, durable frame</p>
</li>
<li data-start=""564"" data-end=""596"">
<p data-start=""566"" data-end=""596"">Perfect for gifting or décor</p>
</li>
</ul>
<p data-start=""598"" data-end=""673"">🎁 Ideal for anniversaries, birthdays, Valentine’s Day &amp; special occasions.</p>
<p data-start=""675"" data-end=""734""><strong data-start=""675"" data-end=""731"">Create something meaningful — customize yours today.</strong> ❤️</p>",Pandaholic DIY,Home & Garden > Decor > Picture Frames,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,999,deny,manual,149.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/ChatGPTImageJan26_2026_01_57_09PM.png?v=1769417069,1,"",false,,,,,,,white,,,,,,square,,,,kg,,,active
new-box,Build Your Own Poster Pack,"<p class=""sbb-paragraph"" dir=""ltr""><span>Build Your Poster Pack</span></p>
<div>
<p class=""sbb-paragraph"" dir=""ltr""><span>Mix and match your favorite Posters to create a custom Poster wall. Choose the Posters you love most and enjoy them all. Perfect for gifting or treating yourself.</span></p>
<p> </p>
</div>",Pandaholic DIY,Uncategorized,"",Easify Box Builder,true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,0.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4118.png?v=1767971489,1,"",false,,,,,,,,,,,,,,,build-your-own-poster-pack,,kg,,,active
magnetic-calendar,Magnetic Calendar 2026 Set of 2,"<p>Stick your schedule on the fridge with this fun Magnetic Calendar! Bright, bold, and impossible to ignore, it keeps your dates, reminders, and wild plans right where you'll see them. Strong magnets hold tight, so nothing goes missing. Your kitchen just got a whole lot more organized—and way more colorful!</p>
<p>Size: 14 x 12 cm</p>",My Store,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Fridge Magnet,diy,true,Title,Default Title,,,,,,,,,20.0,shopify,998,deny,manual,179.00,221.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Fridge_Magnet_Mockup_1_627455e7-1351-4c78-ba04-22d98e967fc3.png?v=1767091985,1,"",false,,,,,,,multicolor; brown,unframed,,,,,,art,,,g,,,active
magnetic-calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/WhatsApp_Image_2025-12-30_at_4.04.56_PM.jpg?v=1767090916,2,"",,,,,,,,,,,,,,,,,,,,,
desk-calendar-2026,Desk Calendar 2026,"<p><strong>Product Description</strong><br>Premium calendar 2026. High finish delivering vibrant, accurate colors. Ideal for offices, or collections. Professional quality that enhances desk display.</p>
<p><strong>Specifications</strong></p>
<ul>
<li>Size: ~15cm x 11cm</li>
<li>Material: Matte Finish (Luster) material</li>
<li>Finish: Matte (Luster)</li>
<li>Print Quality: High-resolution<br>
</li>
<li>Color Reproduction: Full-color professional print</li>
</ul>",My Store,"Office Supplies > Filing & Organization > Calendars, Organizers & Planners > Desk Calendars",Calendar,calendar,true,Variant,Flower,,,,,,,,,20.0,shopify,994,deny,manual,249.00,276.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4133_a701e716-e3b9-4375-97a5-2eb9d7ecb29e.png?v=1767085739,1,"",false,,"Premium calendar 2026. High finish delivering vibrant, accurate colors. Ideal for offices, or collections. Professional quality that enhances desk display. Specifications Size: ~15cm x 11cm Material: Matte Finish (Luster) material Finish: Matte (Luster) Print Quality: High-resolution Color Reproduction: Full-color professional print",,,monthly,,multicolor; floral,framed; modern,,,,,,art,,,g,,,active
desk-calendar-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4135_e463e7fc-3b5d-4434-bea2-6e0cd938d094.png?v=1767085740,2,"",,,,,,,,,,,,,,,,,,,,,
desk-calendar-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/IMG_4138.png?v=1767085740,3,"",,,,,,,,,,,,,,,,,,,,,
mahadev-in-dhyan-lord-shiva-in-dhiyan-poster,Mahadev in Dhyan | Lord Shiva in Dhiyan | Poster,"<p><strong>Product Description</strong><br>Premium A4 matte paper poster of  Mahadev in Dhyan | Lord Shiva in Dhiyan<span style=""font-size: 0.875rem;"">. The matte finish eliminates glare while delivering vibrant, accurate colors. Ideal for gaming spaces, offices, or collections. Professional quality that enhances any wall display.</span></p>
<p><strong>Specifications</strong></p>
<ul>
<li>Size: A4 (210 x 297 mm)</li>
<li>Material: Matte paper</li>
<li>Finish: Matte (non-reflective)</li>
<li>Print Quality: High-resolution</li>
<li>Suitable for: Framing or direct wall mounting</li>
<li>Weight: Standard poster weight</li>
<li>Color Reproduction: Full-color professional print</li>
</ul>
<p> </p>",My Store,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Posters",Poster,god,true,Size,A4,,,,,,,,,20.0,shopify,999,deny,manual,29.00,32.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Mockup.psd_1766763892402-min.png?v=1766766589,1,"",false,,,,,,,multicolor,unframed,,,,,,video-games; anime,,,g,,,active
mahadev-in-dhyan-lord-shiva-in-dhiyan-poster,,,,,,,,,A5,,,,,,,,,20.0,shopify,999,deny,manual,29.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
lord-hanuman-loard-shiva-mahabharata-poster,Lord Hanuman with Lord Shiva | Mahabharata | Poster,"<p><strong>Product Description</strong><br>Premium A4 matte paper poster of  Lord Hanuman with Lord Shiva | Mahabharata <span style=""font-size: 0.875rem;"">. The matte finish eliminates glare while delivering vibrant, accurate colors. Ideal for gaming spaces, offices, or collections. Professional quality that enhances any wall display.</span></p>
<p><strong>Specifications</strong></p>
<ul>
<li>Size: A4 (210 x 297 mm)</li>
<li>Material: Matte paper</li>
<li>Finish: Matte (non-reflective)</li>
<li>Print Quality: High-resolution</li>
<li>Suitable for: Framing or direct wall mounting</li>
<li>Weight: Standard poster weight</li>
<li>Color Reproduction: Full-color professional print</li>
</ul>
<p> </p>",My Store,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Posters",Poster,god,true,Size,A4,,,,,,,,,20.0,shopify,999,deny,manual,29.00,32.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0963/6790/2793/files/Mockup.psd_1766763781360-min.png?v=1766766588,1,"",false,,,,,,,multicolor,unframed,,,,,,video-games; anime,,,g,,,active
lord-hanuman-loard-shiva-mahabharata-poster,,,,,,,,,A5,,,,,,,,,20.0,shopify,999,deny,manual,29.00,32.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,
